gene	log2FoldChange	pvalue
MTAP	0.027085485	0.719172829
CSTF1	0.026886313	0.875375363
CPNE3	0.026883221	0.886179182
PPM1A	0.026869436	0.6344708
MRPS17	0.026749805	0.860026007
RAB3B	0.02647124	0.968354937
PDHB	0.026422882	0.845244423
CNDP2	0.026269733	0.728665482
DAZAP1	0.026203586	0.863210402
PI4KB	0.026158639	0.918941981
ITFG3	0.026095028	0.956696608
TTC17	0.025973226	0.907054273
CRTAP	0.025945308	0.838459863
RPL11	0.025890468	0.863690038
HNRNPH2	0.025860739	0.898917903
DYNLRB1	0.025837172	0.92597115
ATM	0.02547759	0.87049778
IPO5	0.02546753	0.90615672
VIMP	0.025367185	0.99514003
NDUFA13	0.025287916	0.808388138
GLO1	0.025282802	0.835885132
CD3EAP	0.025261254	0.907883292
PABPC4	0.025028798	0.880035886
PDAP1	0.024985024	0.940848508
GIGYF2	0.024656138	0.927007253
ARMC6	0.024618363	0.932172065
GOLGB1	0.024548855	0.858344754
TUBA1C	0.024488447	0.935108591
CD2BP2	0.024262251	0.917498978
RPS4X;RPS4Y1	0.02416843	0.817360779
MT-ND5	0.023690617	0.907862167
AGL	0.023688807	0.926512597
LGALS8	0.023415835	0.746260099
TMEM43	0.023363077	0.849032416
OAT	0.023352205	0.81763362
EXOC1	0.023309233	0.844655795
DUSP12	0.023096355	0.718991597
NMNAT1	0.023011019	0.919222887
ILF3	0.022953186	0.862098195
NUP98	0.022921669	0.880837558
ACY1	0.022836799	0.864245496
RPL17	0.022809698	0.887372266
CDK9	0.022611671	0.872832779
INTS3	0.022496613	0.847977642
BCAR3	0.022403587	0.942646161
NUBP1	0.022273102	0.968968804
CFAP36	0.022242373	0.922988621
SYNCRIP	0.022150397	0.848439097
PCBP1	0.022026581	0.895998571
CCDC50	0.021919272	0.848186172
SCP2	0.02188968	0.924035127
RAD23A	0.021763829	0.911725733
DNAH6	0.021678226	0.679755813
SP100	0.021260807	0.942109645
RPS14	0.02089424	0.938950691
USMG5	0.020860305	0.749987181
RPS8	0.020714331	0.913806762
RIT1	0.02067384	0.966457921
HMGB3	0.020636022	0.967265759
BPHL	0.02060801	0.927670571
APEX1	0.020600706	0.816680023
FUBP1	0.020548176	0.9163835
ARPC1A	0.020342466	0.875945274
CEP170B	0.020289314	0.996112872
RBCK1	0.020133378	0.901562978
BRI3BP	0.020054247	0.996157904
TARDBP	0.020027149	0.911907214
STX16	0.019927922	0.934746526
STRN4	0.019922578	0.88831116
CANX	0.019890505	0.681115337
7-Sep	0.019752398	0.786763134
EIF1AD	0.019519954	0.943632765
IKBKG	0.019494497	0.917070418
LRSAM1	0.019435275	0.96171865
SEC24C	0.019182743	0.860391991
DR1	0.019118047	0.969504938
FAM114A2	0.018984568	0.90781258
ATPAF1	0.018971713	0.92217117
CCBL2	0.018947855	0.920125496
TIAL1	0.018910041	0.925600698
HSD17B10	0.01868366	0.875733227
PXN	0.018619053	0.957842797
FADD	0.018505754	0.926452607
MAP2K1	0.018455545	0.885925534
EEF1G	0.018384145	0.811951429
PSMA3	0.018192185	0.947746312
SHOC2	0.018101234	0.932148713
INCENP	0.018065017	0.996539009
FKBP11	0.017966069	0.939600065
GRSF1	0.017931721	0.952658262
TDP1	0.017910661	0.995093047
BAG3	0.017641488	0.923386298
PHKA2	0.017592332	0.977563363
SLIRP	0.017507692	0.780239085
PSMC4	0.017358352	0.870026638
LEPREL2	0.017309053	0.931394962
ITGAV	0.01728665	0.899140457
SMS	0.017244408	0.863125887
FAM98A	0.017225149	0.93473103
NUP54	0.017089827	0.944487526
BCAR1	0.01695408	0.891542118
NUCB2	0.016924647	0.938251532
DDI2	0.016889649	0.942490169
TNPO3	0.016801241	0.924031409
SAMM50	0.016759567	0.907570571
SF3A2	0.016732919	0.933073796
NOB1	0.016590124	0.869835614
PITRM1	0.016434281	0.911042054
PRDX6	0.016408448	0.901279097
NUP160	0.016273895	0.91242195
ENDOD1	0.016235112	0.958380027
RPL37A	0.016064512	0.933719224
DCTD	0.016041454	0.920965454
SON	0.01594684	0.885559429
XPO4	0.015882878	0.964550079
UBE4B	0.015729968	0.939846828
GSPT1	0.015694575	0.922020599
NDUFA10	0.015633763	0.909027274
DCTN6	0.015630161	0.955340867
IMPDH2	0.015584354	0.909550132
UQCRFS1;UQCRFS1P1	0.015447053	0.867516578
SNX6	0.01539039	0.933733035
SRP9	0.015284596	0.930281373
MEMO1	0.015250681	0.90102332
NCS1	0.014882149	0.907094811
SRI	0.014845879	0.934556996
CHP1	0.014718623	0.930109646
NOL9	0.014546157	0.921802098
FBXO18	0.014360464	0.901587805
ANKFY1	0.014262323	0.892663025
GLT8D1	0.01418501	0.971585724
PHF3	0.014029362	0.959309418
SCAF1	0.013890576	0.953131986
EIF3D	0.013873645	0.939718277
PTCD3	0.013715679	0.910854517
HK1	0.013634272	0.905891944
PDIA5	0.013465968	0.940358222
ARHGAP18	0.013396897	0.943073525
SPCS3	0.013196735	0.918265516
PDS5A	0.013175029	0.935550115
ASPSCR1	0.013168487	0.945569637
PPP2R2A	0.01311777	0.942077742
COX5B	0.013114358	0.887564085
TP53BP1	0.013065649	0.931563714
NOP16	0.012851106	0.976406326
UTRN	0.012603131	0.958847127
PPP1R14B	0.012515905	0.947354135
GSTM3	0.012433521	0.979938862
ERF	0.01214211	0.97284495
ABCC4	0.012000622	0.965441115
PPP1R9B	0.011996434	0.949854124
SMARCE1	0.011990674	0.960901399
ABI1	0.011843657	0.974376611
RPL6	0.011635865	0.884269671
ARID1A	0.011495526	0.962250662
WDR46	0.011400502	0.938918352
DPP7	0.011337442	0.970287227
OGFR	0.011334709	0.971388319
EXOC5	0.011319931	0.9451606
ATP5I	0.011115508	0.966993525
PFKP	0.010954894	0.943392505
TOMM70A	0.010929725	0.97027998
DAXX	0.010441981	0.963888619
RAB8B	0.010440656	0.981228624
TBCC	0.010326824	0.969854203
ATP6V1B2	0.010123896	0.935652304
NT5C2	0.009830898	0.942613823
PDIA6	0.009829199	0.909766407
C9orf114	0.009751038	0.981973288
SLC25A24	0.009665716	0.929649509
PYGM	0.009576136	0.998165358
KARS	0.009505797	0.958072414
SNRNP200	0.009390629	0.959934849
PCNA	0.009039333	0.956344236
DDOST	0.008863353	0.951412493
PFN1	0.008779989	0.956617081
S100A11	0.008749867	0.959856912
ZFP91	0.008589104	0.976526916
WDR3	0.008568701	0.967145617
NAPA	0.008529864	0.872349429
RANBP6	0.008340084	0.981186912
SKP1	0.008171206	0.933721343
NELFA	0.008148549	0.966978925
NHEJ1	0.008127506	0.980243852
GATAD2B	0.008067729	0.956851636
TXNL1	0.008004289	0.895124198
GNPDA2	0.007951908	0.970836347
PPM1F	0.007857782	0.965157451
NIT2	0.007639889	0.922643994
SF3B3	0.007575019	0.951670879
RPLP0;RPLP0P6	0.00751561	0.926097208
CNTNAP1	0.007236978	0.985971207
RBFOX2;RBFOX1;RBFOX3	0.007207307	0.970550621
GEMIN5	0.00712608	0.960242938
SRP54	0.007123022	0.973587939
FECH	0.007001967	0.975650215
UNC119B	0.006886211	0.922035285
CALR	0.006780802	0.948719869
HEATR5A	0.006628567	0.968662533
NDUFA5	0.006529574	0.988570326
FKBP9	0.006527208	0.975941764
PSPH	0.006358008	0.984879446
FAM114A1	0.006321139	0.966541296
GAPDH	0.006285589	0.968722666
TIMM13	0.006162749	0.976546231
PAWR	0.006034093	0.949433759
PTP4A2;PTP4A1	0.005744581	0.966887879
APAF1	0.005671873	0.982326265
CANT1	0.005510228	0.956440866
VPS18	0.005477885	0.984937399
CPOX	0.005391469	0.981931019
OXSR1	0.005315737	0.977260615
RXRB	0.005290941	0.985807929
SMC3	0.005221158	0.983344089
CDC5L	0.005171367	0.971752558
ARPC2	0.005083174	0.978037919
RPL18A	0.004867846	0.97050346
HADHA	0.004797751	0.964193223
ANXA5	0.004773764	0.934843199
SF3A1	0.00473999	0.978911766
SARS	0.004701521	0.974660451
CTSL	0.004562753	0.957048386
PPA1	0.004483973	0.906690494
DDX6	0.004481918	0.975067851
PDHX	0.004256002	0.991575102
CNBP	0.004126458	0.989260996
AKT1	0.003506184	0.98129084
MRPL11	0.003428591	0.986457726
NUP85	0.003282236	0.980813886
PSMD2	0.00315103	0.978398061
NTMT1	0.003021574	0.991199031
HSD17B11	0.002951801	0.984762481
DYNC1I2	0.002826138	0.971498562
SEC24D	0.002809137	0.984547848
FDPS	0.002471396	0.990177058
JAM3	0.002232301	0.996925721
KLC1	0.00217707	0.988440468
LCMT2	0.002080555	0.994880553
PPP4R2	0.001876361	0.996672124
TRIOBP	0.001745648	0.994049902
HPRT1	0.001745447	0.991975161
HN1	0.001619619	0.994363447
TAP1	0.001609816	0.997662942
ECI2	0.001355225	0.996243468
SPATS2L	0.001332628	0.99466478
EEF1D	0.001214413	0.979730322
RPS3A	0.001123554	0.974248175
HSPA8	0.001117607	0.990649462
UQCRH	0.000932178	0.996904523
SRPRB	0.000868738	0.995054951
CAB39	0.000629635	0.993884188
HNRNPUL2	0.000625437	0.997591271
AK2	0.000574792	0.991827749
AP2B1	0.000310225	0.998276003
STK24	-0.000308362	0.997894077
GNE	-0.000370688	0.998455125
LSM12	-0.000602049	0.996061811
TCOF1	-0.000636791	0.998021632
MATR3	-0.000665129	0.996261868
CACYBP	-0.000752936	0.997732806
ARHGAP12	-0.000867189	0.998481432
SBDS	-0.00094448	0.995435174
TPH2	-0.001083427	0.997988033
TIMM8B	-0.001146202	0.998206966
MAZ	-0.001470215	0.996988353
CALU	-0.001737338	0.984860992
HARS	-0.00178444	0.991497907
CCNT1	-0.00200298	0.993872004
RAB8A	-0.002011642	0.99347562
PRPF6	-0.002082696	0.991113675
MORF4L2	-0.002269434	0.993045042
MDH2	-0.002402927	0.98570637
ATL2	-0.002495745	0.983811233
PRKCI	-0.002789277	0.9920174
DIAPH2	-0.002793715	0.987320417
RIOK2	-0.002806621	0.992368142
NCKIPSD	-0.003025523	0.994254734
TRRAP	-0.003057293	0.953457572
DCTN4	-0.00316931	0.990640234
PGM3	-0.003241704	0.988812598
PCNP	-0.003593254	0.988385533
PCM1	-0.003930785	0.935490229
EPM2AIP1	-0.004038864	0.986955407
JMJD1C	-0.004064581	0.991435972
PTPN23	-0.004283258	0.987520149
CCT6A	-0.004391718	0.983653684
PDE11A	-0.004858862	0.988872241
SPG20	-0.004986165	0.965100416
UBA2	-0.005217844	0.978086251
ARHGAP17	-0.00528315	0.981789224
MAP1B	-0.005504698	0.958165417
ALG1	-0.005520727	0.960820402
CSNK1D;CSNK1E	-0.005529875	0.979972713
SLC35A2	-0.005599806	0.987950061
STAU1	-0.005682119	0.940347465
DYNC1LI2	-0.005940429	0.943318436
UFC1	-0.006121111	0.984316222
BOLA2	-0.00618419	0.974836957
ANXA2;ANXA2P2	-0.006463898	0.979365891
COX4I1	-0.006558783	0.958650086
TACO1	-0.007118779	0.968568058
STAMBP	-0.007154083	0.96707469
ITGB5	-0.007188719	0.981991123
CLN5	-0.007257623	0.983951839
PRPF8	-0.007300773	0.971706689
RHOC	-0.007578976	0.976509765
NDUFS2	-0.007634466	0.955989043
USP11	-0.007651691	0.976944333
CXCL8	-0.007660969	0.994469952
SIAE	-0.007704531	0.997983372
CPNE2	-0.007765076	0.99851232
CAP1	-0.007866916	0.919574764
PFKM	-0.007880577	0.918511666
RBMX;RBMXL1	-0.007926419	0.970874735
MAN2B2	-0.008058056	0.979035892
SPATA5	-0.008308424	0.938956411
THRAP3	-0.008366015	0.937482222
BROX	-0.008499749	0.957137662
PSMB1	-0.008516966	0.905162426
LRPPRC	-0.00866648	0.899235031
MYCBP	-0.00868627	0.957978802
RPS3	-0.008760719	0.934931606
DYNLL1;DYNLL2	-0.008769437	0.953480625
CIAO1	-0.008882619	0.948720572
HSPH1	-0.008896975	0.965224779
TRMT61A	-0.008955401	0.978810665
THOC2	-0.009241376	0.962069442
MRPL38	-0.009299738	0.967109859
UBE2M	-0.009411764	0.956200119
POLD1	-0.00942157	0.963333547
LRRC59	-0.009801565	0.913105572
PPP3CA	-0.009949139	0.965767181
ABHD16A	-0.010012062	0.976167256
COPG2	-0.010052038	0.883871216
PSMC6	-0.010058095	0.89170494
ISY1	-0.010098464	0.982007299
TALDO1	-0.010172172	0.946697141
MED29	-0.010247608	0.939119896
UFSP2	-0.010286283	0.880475221
TPBG	-0.010307112	0.976463243
MAPK1	-0.010411336	0.911846526
HN1L	-0.010507838	0.955662162
DTYMK	-0.010776785	0.943919671
DNAJA3	-0.010845648	0.95059778
SLC9A3R1	-0.010914832	0.967938119
C10orf32	-0.011021957	0.997162144
POLDIP2	-0.011024513	0.868904825
GNB2	-0.011150681	0.965471112
HNRNPUL1	-0.011155176	0.95326932
RANBP3	-0.011166538	0.952859412
SNX5	-0.011290732	0.966185358
STIP1	-0.011422124	0.949624573
HCCS	-0.011435282	0.958674828
RPL13A	-0.011478439	0.953314015
PEBP1	-0.011585884	0.930805841
ABHD14B	-0.011804288	0.980509275
TUBA4A	-0.011815057	0.956116642
IRF2BP1	-0.011929197	0.965480657
VTI1B	-0.012007067	0.969390329
BRD4	-0.012239907	0.949106206
SIX3	-0.012285498	0.968298451
ITGA3	-0.012305096	0.935912099
UBFD1	-0.012316957	0.980166528
SEC23A	-0.012343844	0.960241601
IARS	-0.012365107	0.927287405
FAM126A	-0.012427148	0.968539493
EGFR	-0.012431375	0.95400978
NDUFA9	-0.012440275	0.844739718
VAV2	-0.01246307	0.997612257
MRPS22	-0.012887683	0.94658369
SCAMP1	-0.01310658	0.975105416
ATP5J	-0.013231841	0.972426178
SNX12	-0.013278934	0.921204616
EPRS	-0.013327108	0.916775506
SLC4A1AP	-0.013496343	0.948372346
CAMK1	-0.013644557	0.96868355
PTAR1	-0.013679405	0.961198152
ABCF1	-0.013738355	0.941317499
ACBD6	-0.013842924	0.934829797
RTN4	-0.013923147	0.890516595
UBE2N;UBE2NL	-0.014167503	0.921003438
MRPS10	-0.014175652	0.917173771
STK39	-0.014193698	0.918535291
DDX17	-0.014195174	0.895119153
ALDH18A1	-0.014246072	0.886923162
NDUFA3	-0.014258243	0.966904365
UBE2J1	-0.014422675	0.936954145
RNH1	-0.014644437	0.928331891
FPGS	-0.01467145	0.958623665
MARK2	-0.014903573	0.961550224
MRPL49	-0.01492102	0.928066226
DUT	-0.014989339	0.929620895
ARGLU1	-0.015010693	0.933049001
SRRM2	-0.015013793	0.901212702
LIMS1	-0.01523912	0.973915903
DNAJC5	-0.015246119	0.952508811
FHOD1	-0.015306643	0.920361246
EWSR1	-0.015400401	0.946397146
GSR	-0.015429853	0.937211705
TRHDE	-0.015436986	0.976191737
SERBP1	-0.015561276	0.878898762
MSN	-0.015691694	0.946375748
IFIT5	-0.015770063	0.960054974
C1GALT1	-0.01592038	0.945698677
TTC37	-0.01600179	0.965382115
HDGF	-0.016105212	0.907876331
CNN2	-0.016246006	0.936799028
NT5DC3	-0.016291482	0.969667833
ALDOA	-0.016572822	0.893072082
PPP1R12A	-0.016807639	0.858359159
LGALS3	-0.016932015	0.940609874
ADH5	-0.016996722	0.882382241
HIBADH	-0.017024344	0.933768759
ILKAP	-0.017181591	0.946063487
LUZP1	-0.017398265	0.88376085
HEATR1	-0.017446901	0.907498659
RAP1B	-0.018010232	0.869236653
GBA	-0.018015331	0.83903886
PMPCA	-0.018042108	0.8091592
DDB1	-0.018106805	0.812139309
CORO1C	-0.018135616	0.884961238
SEMA3C	-0.018216259	0.955763362
ARIH2	-0.018361494	0.952694965
POLA2	-0.018364617	0.951007505
ACSL4	-0.018393224	0.930610805
IMPA1	-0.018413375	0.894601208
CORO2B	-0.018540727	0.960862043
TSPAN4	-0.01881483	0.965629225
ORC3	-0.019054344	0.952442701
CCDC22	-0.019089776	0.933196741
UGP2	-0.019196473	0.604470318
CPSF6	-0.019258548	0.891382012
PPP5C	-0.019268176	0.826866787
SFPQ	-0.019494151	0.861734476
CBWD1;CBWD2;CBWD5;CBWD3;CBWD6	-0.019595326	0.944604132
BRE	-0.01962662	0.953856018
HSP90B1	-0.019716587	0.870884267
VEZF1	-0.019780071	0.93772778
BSG	-0.019808096	0.847198948
EIF3G	-0.019846327	0.790916395
PSMD11	-0.019899333	0.868657611
FAM118B	-0.019990421	0.950437141
DNAJA1	-0.020552096	0.90530279
DECR1	-0.020570159	0.935547546
MAP7D1	-0.020570501	0.890036991
KIAA0907	-0.020642659	0.996045179
TSR1	-0.020977126	0.900015364
PDXDC1	-0.021310475	0.888456243
NCEH1	-0.021331803	0.938355449
PPP1CB	-0.021443778	0.783451907
SUPV3L1	-0.021518445	0.9365917
KIF2A	-0.021694179	0.936009904
DCP1A	-0.021916555	0.903466258
DOHH	-0.02208078	0.905450406
PLIN3	-0.022149573	0.818553286
DHX57	-0.022247174	0.949933175
C19orf25	-0.022345716	0.862596335
PPP2R5E	-0.022388974	0.93700109
RPS9	-0.022408691	0.746445184
IDH3B	-0.022514126	0.845040616
CDH2	-0.022933403	0.856520262
HNRNPM	-0.022979513	0.899378973
HSPA4	-0.023088254	0.906389525
ANKRD17	-0.023238885	0.861929658
HNRNPK	-0.02325524	0.912536115
SHMT2	-0.023661643	0.881134454
PRMT5	-0.023728255	0.91777796
TCAF1	-0.024018272	0.911183156
SNTB1	-0.024119881	0.951076743
FLII	-0.024307182	0.865618193
COPS2	-0.024411768	0.86880794
RPL7A	-0.024463523	0.737412303
LONP1	-0.02455023	0.921531203
CPSF2	-0.02472847	0.893780246
LARP4	-0.024965976	0.919715149
TNXB	-0.025056398	0.913819154
DBI	-0.025192597	0.854196661
FAM160B1	-0.025228617	0.919230441
NUP93	-0.025268878	0.806071779
SSB	-0.025389887	0.852353222
MLKL	-0.025406443	0.950763858
CSPG4	-0.025424708	0.421696591
ZC3HAV1	-0.025443308	0.692606593
IPO7	-0.025455165	0.473642209
SYNJ2BP	-0.02558111	0.895704424
ALDH7A1	-0.025654507	0.882421737
PSMD9	-0.02570259	0.749819691
ARHGDIA	-0.025721488	0.890883939
THOC1	-0.026082034	0.912964609
COX17	-0.026133579	0.887975831
RAB22A	-0.02618596	0.905426289
PNMA1	-0.026221595	0.952908527
GTF3C2	-0.026439441	0.93822371
SLC39A14	-0.026470156	0.912473916
PPP2R5C	-0.026691203	0.949328101
COPZ1	-0.02669589	0.955503105
PRPF4B	-0.026713337	0.772400997
EPB41L3	-0.026831108	0.952196456
POR	-0.026835444	0.873321936
CYC1	-0.026900559	0.829167889
YIPF5	-0.02740011	0.863086199
ESD	-0.027438466	0.863227227
UGGT1	-0.027613525	0.728863827
RPL34	-0.027713119	0.870623941
LRBA	-0.02775026	0.944350919
WDFY1	-0.027979904	0.910414587
DDX1	-0.028028964	0.726957025
ARID2	-0.028038955	0.725085002
RPL35	-0.028051171	0.829493525
SGTA	-0.028192585	0.785774049
SSBP1	-0.028255698	0.900222383
G3BP2	-0.028290261	0.70718187
CUL3	-0.028436054	0.744778067
NOL11	-0.028571188	0.884110386
HINT2	-0.02858876	0.859134059
UPF1	-0.028718657	0.726417864
CUL4A	-0.02896659	0.900414236
DHX29	-0.029161061	0.746840139
UBXN6	-0.029178104	0.882085953
RNGTT	-0.029266652	0.929155207
MRPL27	-0.029371185	0.88933673
MDC1	-0.029517613	0.921434325
PFAS	-0.029552184	0.832940795
PDCD11	-0.029615626	0.362698088
PDCL3	-0.029620334	0.891861636
XPO5	-0.029637644	0.790742991
NCOR2	-0.029722574	0.650504022
NAA35	-0.029784728	0.920010718
NOC4L	-0.029811927	0.899815048
RHOA	-0.029878784	0.777630534
VTA1	-0.029884452	0.857960536
CTSA	-0.029989413	0.849797232
TCEAL3;TCEAL5;TCEAL6	-0.030139591	0.822308301
AS3MT	-0.03037863	0.956873614
NOP56	-0.030490546	0.880541878
DLST	-0.030991041	0.770741985
ADI1	-0.03101949	0.904392053
TMX4	-0.031279604	0.553696044
SMARCAD1	-0.031358811	0.900729553
PPHLN1	-0.03140875	0.894466703
MICA	-0.031501572	0.946383716
LUC7L	-0.031573293	0.871196473
TM9SF2	-0.031740898	0.742942615
EPS15L1	-0.031865952	0.826840743
ANXA7	-0.031885218	0.795862793
AIMP2	-0.032008277	0.696671712
PDE12	-0.032124678	0.873113776
ROMO1	-0.03217455	0.893206244
STAT1	-0.032893833	0.773682773
CTNNBL1	-0.032930575	0.899382348
GPX4	-0.032943097	0.806536786
RAB3D	-0.033071916	0.914981864
RGS10	-0.033151047	0.865249718
SLC38A2	-0.033174	0.904981578
TPI1	-0.033203541	0.737148087
ASAP1	-0.033264508	0.991445263
IPO4	-0.033307509	0.814124724
HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB;HIST2H2BD;HIST2H2BC	-0.033308569	0.860243739
GNL3	-0.033319671	0.932936607
WDR11	-0.03335931	0.858418894
GOLGA2	-0.033565028	0.833153502
PLS3	-0.033633141	0.472398536
FASTKD2	-0.033685774	0.832425495
AKT2	-0.033738761	0.893555826
MAP2K4	-0.033789145	0.81397285
GTPBP1	-0.0338241	0.711519774
HUWE1	-0.033994806	0.644134384
NISCH	-0.034222555	0.827138838
SH3GL1	-0.034285812	0.706830461
PDE1C	-0.034401448	0.930813535
MRPL2	-0.034694238	0.831207672
GMFB;GMFG	-0.034755457	0.889241865
ELOVL5	-0.034849649	0.911081206
EBP	-0.034911938	0.72074487
HYOU1	-0.034952849	0.858245023
FKBP4	-0.035081845	0.89443961
RPL36AL	-0.035088932	0.925151251
RBM28	-0.035163025	0.761817249
THYN1	-0.035354256	0.823063025
NUP37	-0.03548421	0.871577863
RPL15	-0.035638568	0.804816129
FIGNL1	-0.035682283	0.867667283
NDUFB11	-0.035835462	0.848279249
MAPK14	-0.035853745	0.764478102
SNX24	-0.035893426	0.845821684
LPCAT2	-0.035953273	0.920273711
UTP14A	-0.036291337	0.904468332
STOML2	-0.036311081	0.681543475
ETV6	-0.036384799	0.940831013
SUCLG1	-0.036399326	0.73477918
KIAA1279	-0.036626154	0.638040063
RRP7A	-0.036659682	0.852515407
LMNA	-0.036882274	0.843652794
RABL3	-0.036936702	0.622912881
FRG1	-0.036984785	0.919974037
PRMT1	-0.036989661	0.812792838
TRAPPC2B;TRAPPC2	-0.037034522	0.953266284
EDF1	-0.03708927	0.599337561
NDUFB8	-0.037123816	0.909461886
PPP1CC	-0.037165449	0.759545061
EIF5B	-0.037278446	0.73110912
TNPO1	-0.037299171	0.711652176
GNPNAT1	-0.037405193	0.8638541
CTPS1	-0.037405223	0.60229905
SH3BP4	-0.037412646	0.758027408
PTMS	-0.037461526	0.900029836
CD109	-0.037540374	0.902916542
SLC35A4	-0.037545671	0.805677941
AKT3	-0.037716683	0.886129148
TMEM131	-0.037749264	0.903688081
GIPC1	-0.03798993	0.669790786
ELP6	-0.038091615	0.85232447
RPL13	-0.038188142	0.64858504
STK3	-0.03822089	0.789097294
SEC16A	-0.038346339	0.780323246
OSBPL11	-0.038391794	0.770244517
ACAA2	-0.038474075	0.655683387
PPP1R13L	-0.038567597	0.826129258
CPSF7	-0.038705999	0.85650307
WFS1	-0.038754535	0.921233517
BET1	-0.038801523	0.862923228
GALNT7	-0.038819302	0.846162513
PUF60	-0.03883252	0.833538701
ATP6V1H	-0.039345616	0.88344704
AKR1A1	-0.03943969	0.816001336
LPCAT1	-0.039485946	0.882404897
SPRYD7	-0.039733433	0.876257685
VPS37A	-0.039742039	0.775604771
MAN1B1	-0.039749271	0.837886654
BCKDHA	-0.03993004	0.88409536
POFUT1	-0.040342573	0.566072438
MYEF2	-0.040357673	0.752691846
GNAS	-0.040466698	0.795130473
YTHDC1	-0.040599018	0.873271441
TXN2	-0.040606502	0.821220967
DIAPH1	-0.040746735	0.739770295
PRRC2C	-0.041013054	0.729302014
CDK5	-0.041164993	0.881001754
GAPVD1	-0.041557345	0.6534287
TP53RK	-0.041654338	0.650029854
GSK3A	-0.041758267	0.764587491
ASPH	-0.041929456	0.816717609
RPL27	-0.042168908	0.612383223
ME2	-0.042225979	0.82282298
UBL5	-0.042350338	0.8267011
GSK3B	-0.042376004	0.68992027
SAFB	-0.042415728	0.872252588
MCM2	-0.042457662	0.887454107
NEGR1	-0.042564634	0.988942572
STAT3	-0.042693646	0.650055782
OTUD4	-0.042888807	0.820259956
IAH1	-0.042897186	0.98906715
MRPS12	-0.042965732	0.776977737
LRRC47	-0.043009777	0.777991133
PRDX1	-0.043336074	0.833732389
PARK7	-0.043377883	0.60515778
FXR1	-0.043392373	0.698291426
AHNAK	-0.043496335	0.810193708
NCAPD2	-0.043910325	0.841695288
POLE3	-0.044151062	0.867940908
CD59	-0.044166568	0.880382049
HP1BP3	-0.044251476	0.811174108
ARSA	-0.044263479	0.94649111
ABCB7	-0.04437326	0.890576625
BAZ1B	-0.04442014	0.882192395
SDF2	-0.044449426	0.568254709
MAPK1IP1L	-0.044456747	0.623984979
PNKP	-0.044468424	0.623000851
SDHB	-0.044754269	0.853126876
PFN2	-0.044916989	0.823080339
SNRPN;SNRPB	-0.044992601	0.913697749
EIF3A	-0.04539237	0.69162386
EIF2S3;EIF2S3L	-0.045398368	0.803736284
MINA	-0.045761697	0.825827787
DIDO1	-0.045790612	0.785264012
PRKRA	-0.045905635	0.374571923
P4HB	-0.046082385	0.638709055
MRPL24	-0.046147074	0.875146411
AP2A2	-0.046148305	0.781232319
PTPRK	-0.046346577	0.861246885
6-Sep	-0.046423476	0.812501668
MRPL14	-0.046524275	0.822976584
DRAP1	-0.046596343	0.875244845
TBC1D17	-0.046602316	0.873902809
ATG3	-0.046848531	0.758017472
CPT2	-0.046954166	0.909528504
MRE11A	-0.046959771	0.82476412
SPC24	-0.047015248	0.879283182
PHRF1	-0.047194655	0.717651806
DAG1	-0.047215922	0.779426803
UBAP2	-0.047564647	0.827025236
TRIP12	-0.047655473	0.777049585
TBCD	-0.047750851	0.707347283
HSPA5	-0.048008985	0.792814922
IDH1	-0.048011555	0.758961922
LOH12CR1	-0.048240406	0.769200226
MGST1	-0.048264411	0.749896664
MRPS2	-0.048413185	0.93366513
NSFL1C	-0.048492442	0.698122101
ITM2B	-0.048683679	0.711232651
RFC1	-0.049048702	0.748378496
SKIV2L2	-0.049283291	0.844105969
TIMM50	-0.049405169	0.840493038
MME	-0.049469093	0.869542624
IDH3A	-0.04960712	0.717588659
DDX11L8;DDX12P;DDX11	-0.04976421	0.861681314
MGLL	-0.049913855	0.887946465
BTF3	-0.049925702	0.775543043
SF3B1	-0.049927279	0.726318679
CD151	-0.05017046	0.818567911
UBE2Q1	-0.050188142	0.689833441
PVRL3	-0.050254504	0.905743091
USP9X	-0.050316662	0.794376151
SMAD4	-0.050367571	0.632755636
NIPSNAP1	-0.050886982	0.615957883
MCCC2	-0.050906373	0.532621036
CHMP4A	-0.050911489	0.761755808
GNG12	-0.051066622	0.671775309
PDIA4	-0.051102697	0.508247587
PPP2R1A	-0.051118649	0.403359599
CYFIP2	-0.051393568	0.937750537
HNRNPL	-0.051417622	0.730501164
ATXN2L	-0.051473081	0.544106278
CCAR1	-0.051513132	0.783972745
ETFB	-0.05161626	0.747508213
DNAJB1	-0.051808019	0.836009655
PTGR1	-0.051892373	0.877227494
RRP9	-0.052093092	0.821609883
WDR26	-0.052190392	0.634481738
COMT	-0.052452741	0.684865393
ATP5H	-0.05261036	0.630717116
TES	-0.053222397	0.87313833
SLC7A5	-0.0537547	0.872230097
TBK1	-0.05386305	0.784977683
PDIA3	-0.053880922	0.576622832
EHD4	-0.05392111	0.869738084
PRKCSH	-0.053939975	0.599143307
PEX1	-0.054317825	0.907419617
POLR2M	-0.054855382	0.870532338
NCOR1	-0.055111812	0.805237633
PEPD	-0.055186135	0.516506378
SUPT16H	-0.055308312	0.691076438
LLGL1	-0.055345672	0.657528126
DBNL	-0.055379242	0.730470155
